PlayerID,Age,Gender,Location,GameGenre,PlayTimeHours,InGamePurchases,GameDifficulty,SessionsPerWeek,AvgSessionDurationMinutes,PlayerLevel,AchievementsUnlocked,EngagementLevel
42658,31,Male,Other,RPG,23.706668814596743,0,Easy,1,152,86,0,Low
29787,27,Male,Europe,Strategy,8.712866084295083,0,Medium,2,133,82,41,Medium
16545,45,Female,Asia,Sports,2.2426884754184684,0,Medium,17,63,39,26,Medium
34024,35,Male,Other,Sports,22.88144014389366,1,Hard,19,115,35,27,High
45937,16,Male,USA,Sports,17.27372140990724,0,Easy,3,60,2,35,Low
47137,18,Male,Europe,Strategy,5.865048315997539,1,Easy,5,15,2,46,Low
10541,38,Male,Asia,Sports,16.43689570475236,0,Hard,5,49,41,6,Low
46242,15,Female,Europe,Sports,22.563940061180087,0,Hard,12,47,30,41,Medium
33982,23,Female,Other,RPG,7.279081982694882,0,Medium,10,119,51,7,Medium
38723,31,Male,Asia,Sports,7.5073186247458175,0,Medium,15,121,63,14,High
47321,23,Female,Europe,RPG,5.412503628096254,0,Medium,5,109,74,28,Medium
33560,20,Male,USA,Simulation,21.263759568034093,0,Medium,18,64,30,0,Medium
16723,40,Male,USA,Action,13.397105221729134,0,Medium,9,175,2,15,Low
45189,37,Male,USA,RPG,13.365613155469308,0,Hard,14,17,39,49,Medium
18692,44,Female,Asia,Simulation,8.66867115508813,0,Medium,2,17,54,48,Low
23285,21,Female,USA,RPG,20.09560636783003,0,Hard,18,68,68,11,Medium
42012,45,Male,Europe,RPG,0.6490985024630147,0,Easy,7,94,82,37,Medium
26860,46,Male,Asia,Simulation,0.1396370293710847,0,Medium,9,112,4,26,Medium
46090,24,Female,Europe,Sports,7.891856497974185,0,Medium,13,133,59,35,High
35299,47,Male,USA,Strategy,16.51190479101214,1,Medium,13,143,57,36,High
37737,46,Female,Europe,RPG,22.066114295855463,1,Easy,17,65,46,13,Medium
18957,15,Male,USA,RPG,6.645503051266983,0,Easy,17,64,24,35,Medium
42404,40,Male,Asia,Simulation,12.040875491088954,0,Hard,8,134,96,15,Medium
29043,19,Male,Other,Action,8.428207293664025,0,Medium,12,167,10,14,High
38389,18,Male,Europe,Simulation,18.142671696825094,1,Easy,7,57,97,14,Medium
43005,28,Male,Europe,RPG,10.798443590217463,0,Easy,1,76,1,10,Low
47036,45,Female,Europe,RPG,21.98791802237708,0,Easy,5,92,9,13,Medium
46466,36,Male,Europe,Simulation,20.326269080596948,0,Medium,8,136,49,49,Medium
42753,49,Female,Other,Strategy,4.406314991936531,0,Hard,8,138,85,37,Medium
14582,17,Male,USA,Strategy,15.096584801985008,0,Easy,0,168,29,28,Low
42074,30,Female,Europe,Simulation,9.78528143394303,0,Hard,0,133,4,28,Low
32341,47,Male,USA,Strategy,17.200138813136576,0,Hard,1,175,50,27,Low
18119,38,Male,Europe,Strategy,13.729954985368456,0,Easy,4,108,14,39,Medium
44872,41,Female,Asia,Action,7.247334049586997,0,Hard,15,33,97,5,Medium
13101,25,Male,USA,RPG,5.1523700055214325,1,Easy,10,154,34,23,High
22693,29,Male,USA,RPG,18.82623018552305,0,Medium,10,92,88,45,Medium
42638,43,Male,Asia,Strategy,19.511422983606145,0,Medium,6,159,79,36,Medium
24357,23,Male,USA,Simulation,1.725970204120526,0,Easy,9,24,78,24,High
32952,48,Female,USA,RPG,4.399146065108661,0,Medium,18,179,97,30,Medium
33785,42,Male,Other,Strategy,0.3000803991548286,0,Easy,8,150,56,15,Medium
34201,27,Male,USA,RPG,16.386934551729908,0,Easy,3,178,81,21,Medium
11164,33,Male,Europe,Strategy,7.294190032809562,0,Easy,15,126,69,31,High
43806,15,Female,USA,Simulation,8.4891381821223,0,Medium,16,106,80,36,Low
39720,36,Male,Other,Action,7.957556133050138,0,Hard,16,106,3,25,High
43621,45,Female,Europe,RPG,8.488227452792618,0,Medium,14,56,24,47,Medium
19429,47,Male,USA,Strategy,13.365163812043065,0,Easy,13,47,55,14,Medium
24077,48,Male,Asia,Simulation,10.121953396007571,0,Hard,19,19,97,14,Medium
12413,25,Male,Europe,Action,16.16139096414506,0,Hard,1,89,14,8,Low
40513,47,Male,Other,RPG,4.287155427240492,0,Easy,10,45,36,38,Medium
47718,44,Female,Other,Sports,2.665144066139435,0,Easy,9,170,50,21,High
42358,22,Female,Asia,RPG,9.69116358263922,0,Medium,18,56,57,29,Medium
48361,30,Female,Asia,Strategy,21.804763558944764,0,Easy,10,118,71,14,Medium
14747,35,Female,Europe,Strategy,23.963732323573662,0,Easy,14,45,89,36,Medium
25671,25,Male,Asia,Strategy,3.674919107400679,0,Easy,2,13,41,16,Low
30005,27,Male,USA,Strategy,8.699365682807056,1,Easy,15,117,65,41,High
25451,45,Female,Europe,Simulation,15.989767499814686,0,Hard,19,34,34,28,Medium
36312,20,Male,Asia,RPG,5.798851513785585,1,Hard,15,144,73,16,High
41850,27,Male,Other,Action,12.954238644565889,0,Easy,17,95,26,21,High
44861,16,Female,USA,RPG,12.576370950442808,0,Easy,11,148,84,14,High
47296,41,Male,USA,RPG,21.63829570358927,0,Easy,19,62,62,10,Medium
33259,33,Male,Asia,Action,23.419870924649015,0,Easy,10,51,60,45,Medium
17117,19,Female,Other,Action,16.245746028114716,0,Easy,16,68,11,29,Medium
9129,47,Female,USA,Strategy,18.49464367093109,0,Easy,2,65,92,45,Medium
45044,48,Female,USA,Action,21.29678188386437,0,Easy,18,133,87,4,High
20868,43,Female,Asia,Simulation,1.400229854100559,0,Easy,6,43,21,46,Low
23706,29,Female,USA,Simulation,2.674088851717694,0,Easy,18,45,79,10,Medium
14050,41,Female,Europe,RPG,1.8751086604605172,0,Easy,3,34,47,42,Low
29294,42,Male,USA,RPG,21.81975375464602,1,Medium,18,102,69,21,High
45326,26,Female,Asia,RPG,14.256965455766728,0,Easy,2,19,3,22,Low
17873,24,Male,Asia,RPG,6.253595264787659,1,Medium,17,88,74,30,High
14018,32,Male,Europe,Simulation,6.563547851778983,0,Medium,3,85,63,10,Low
43191,24,Male,USA,Simulation,22.806967507833477,0,Hard,10,85,62,25,Medium
29081,38,Female,Europe,Sports,13.680730538608564,0,Easy,16,104,23,41,High
18321,25,Female,Europe,RPG,21.010950452112667,1,Easy,13,67,90,2,Medium
30408,48,Female,Asia,Simulation,8.57535528445748,0,Hard,4,136,74,27,Medium
21622,34,Female,USA,Sports,16.450702443368193,0,Medium,19,155,67,47,High
23358,15,Female,Other,Action,23.355327780314852,0,Medium,18,143,88,31,High
18754,26,Female,USA,Sports,11.031905241749335,0,Easy,8,176,37,47,High
40171,38,Male,Asia,Simulation,13.274751005962758,0,Medium,12,29,44,9,Medium
33239,23,Female,USA,Simulation,16.708915164687472,0,Easy,5,29,53,16,Low
48404,31,Female,USA,Sports,13.853779796821549,0,Medium,6,87,45,47,Medium
18966,24,Male,Asia,Sports,12.37300994762095,0,Hard,18,76,77,37,High
48134,22,Female,USA,Action,14.31772866212795,0,Medium,18,166,97,11,High
46370,18,Male,Europe,Strategy,3.944035338903838,0,Easy,16,99,67,38,High
19232,43,Male,USA,Action,20.079208804594465,0,Easy,18,154,17,19,High
47693,40,Female,USA,Sports,2.4086219569003537,0,Easy,0,124,35,38,Low
17139,18,Female,USA,Action,11.752944236746476,0,Medium,3,139,17,1,Medium
37612,42,Male,USA,Strategy,11.135543624719975,0,Hard,4,19,76,32,Low
25948,47,Male,USA,Simulation,1.7164936751086035,0,Easy,11,13,33,22,Low
13252,23,Female,Europe,Sports,4.36657670205528,0,Medium,10,24,98,15,Low
14064,45,Male,USA,Strategy,1.2913442379620772,1,Easy,2,177,62,20,Medium
35144,25,Male,Asia,RPG,4.796946934852343,0,Medium,3,143,39,36,Medium
18242,17,Male,Europe,Strategy,21.03024378818768,0,Medium,10,143,90,40,High
42412,31,Male,Europe,Action,10.96158186585927,1,Easy,18,89,48,36,High
44829,48,Male,Asia,Action,5.261991725000593,0,Hard,2,26,31,38,Low
33016,34,Male,USA,Sports,20.059736503632735,0,Hard,2,87,71,9,Low
39094,47,Female,USA,Sports,21.45580857947472,0,Hard,1,87,70,18,Low
23191,29,Female,USA,Sports,21.45778735081265,0,Medium,15,138,60,4,High
44338,33,Male,USA,RPG,9.604980540173171,1,Easy,5,47,92,2,Low
15551,34,Female,Other,Sports,10.106725466504868,0,Medium,15,18,13,19,Low
40684,26,Female,Europe,Sports,3.0122423433732983,1,Medium,18,126,39,6,High
27628,18,Male,USA,RPG,15.423887539110789,0,Easy,6,58,31,38,Medium
44963,15,Male,Other,Simulation,16.541760967900004,0,Hard,8,147,78,23,Medium
17983,22,Male,Europe,Simulation,8.321780430907001,0,Easy,13,73,26,31,Medium
44608,27,Male,Other,Sports,19.85768842008601,1,Easy,5,177,86,37,Medium
26787,48,Female,USA,Strategy,7.626889091827661,0,Medium,15,31,6,46,Medium
44742,36,Male,Europe,Strategy,14.920482533867906,0,Easy,4,164,7,36,Low
16445,37,Male,Asia,Sports,6.907442379521982,1,Easy,16,61,61,39,Low
14335,32,Male,USA,Sports,2.2094140603137484,0,Hard,3,93,72,36,Medium
44958,27,Male,USA,Action,5.6534853623020185,1,Easy,8,17,81,47,Medium
47818,18,Male,USA,Strategy,13.198637022051912,0,Easy,5,55,45,20,Low
44857,24,Female,Europe,RPG,22.70308775293812,0,Easy,7,114,65,16,Medium
37394,30,Female,Europe,Strategy,11.30896453197717,0,Easy,8,66,83,41,Medium
10528,16,Male,Europe,Sports,17.811463228979136,0,Medium,1,176,14,19,Low
17664,42,Male,Europe,Strategy,18.636553412213622,0,Easy,18,13,26,23,Low
44394,33,Male,USA,Action,5.8342357881923945,0,Easy,19,137,2,40,High
47793,46,Male,Other,Strategy,5.461909541869918,0,Medium,1,39,53,39,Low
42057,26,Male,USA,Action,15.842488052972929,1,Medium,10,16,59,22,Low
17343,30,Male,Europe,RPG,21.6290585395268,0,Easy,16,71,92,31,Medium
9515,22,Male,Europe,Action,3.584719640473388,1,Medium,15,73,47,18,Medium
19769,19,Female,Europe,RPG,2.27996440007764,0,Medium,4,75,4,14,Low
45437,16,Male,USA,Sports,1.548113484816768,0,Easy,14,161,4,22,High
46352,47,Male,USA,RPG,4.694614701717037,1,Easy,9,171,99,17,High
45431,37,Female,USA,Strategy,17.80255919084472,0,Hard,9,154,67,31,High
28991,18,Female,Asia,RPG,13.848227328482398,1,Medium,16,179,84,1,High
12591,33,Male,USA,RPG,11.721021473159396,0,Easy,15,13,39,38,Low
27237,24,Female,USA,RPG,3.8815265990110426,0,Medium,0,92,3,1,Low
17107,26,Male,Europe,Sports,8.816540476973772,0,Easy,2,18,81,31,Low
12592,17,Female,Europe,Simulation,14.581282004038798,1,Medium,18,177,8,15,High
36114,15,Female,Europe,Simulation,21.69614701933304,0,Hard,19,31,40,19,Medium
39278,49,Female,Europe,Sports,7.705214441093933,0,Medium,8,102,73,10,Medium
29606,36,Male,Asia,Sports,5.9110547501608455,0,Medium,15,91,43,7,Medium
9295,28,Female,USA,Simulation,12.919492680572652,0,Easy,17,82,68,31,High
23247,27,Male,USA,RPG,19.879111368405773,0,Medium,2,113,16,28,Low
21521,32,Female,USA,Sports,10.450645862287669,0,Easy,17,69,16,17,Medium
9082,21,Male,USA,Sports,7.743327855210592,0,Easy,5,77,40,38,Medium
19037,28,Female,USA,RPG,16.092824560438892,0,Easy,10,108,98,19,Medium
19386,31,Male,USA,Action,20.810953370841176,0,Easy,14,29,9,16,Medium
10694,38,Female,USA,Strategy,13.49019139412761,1,Hard,4,49,79,28,Low
19148,29,Male,Other,Strategy,1.904736899943506,0,Easy,9,170,7,32,High
20263,20,Male,Asia,Action,21.88511846866917,0,Easy,10,170,4,21,High
46125,45,Male,Europe,Strategy,11.59224262555949,1,Easy,8,166,33,18,Medium
37785,35,Male,USA,Simulation,11.086220248938604,0,Hard,19,165,78,23,High
39897,18,Female,Europe,RPG,7.513637877381672,1,Easy,14,57,68,7,Medium
9357,44,Male,Asia,Action,3.430048883574,1,Easy,8,133,47,11,Medium
33584,23,Female,Europe,Action,11.38904180789168,0,Easy,3,23,24,35,Low
15087,17,Female,Europe,Simulation,7.000122725315501,0,Easy,7,64,99,30,Low
22597,15,Male,Other,RPG,10.4444238147737,0,Medium,10,121,40,37,Medium
35013,18,Male,Europe,Sports,0.0429356425463929,0,Medium,19,58,92,17,Medium
28983,47,Female,Other,Simulation,16.11104030721492,1,Easy,3,148,52,5,Medium
43500,17,Female,Other,Strategy,5.029545870375047,0,Medium,5,25,53,33,Low
35147,35,Male,Other,Simulation,1.999551156638992,0,Hard,9,12,33,41,Low
29158,30,Male,Europe,RPG,0.3206723956314397,0,Easy,10,126,42,4,Medium
17376,48,Female,USA,Simulation,12.220014793609202,1,Medium,19,18,41,3,Medium
30531,31,Female,Europe,Simulation,9.463380801599984,0,Medium,19,179,24,14,High
34627,17,Female,Other,Simulation,15.596964153124263,1,Easy,2,66,65,15,Low
33633,17,Male,Asia,Sports,7.620413177537136,0,Easy,6,177,71,5,Medium
28162,26,Male,Europe,Simulation,9.245744450153158,1,Hard,9,60,11,1,Medium
36438,34,Male,Asia,RPG,22.3137070989556,1,Easy,1,121,97,26,Low
19007,18,Male,Asia,RPG,18.13884542786154,0,Easy,5,72,55,37,Medium
48814,49,Male,USA,Sports,19.502175864152285,0,Hard,19,81,84,38,High
34316,27,Male,USA,Simulation,16.679554608385814,0,Hard,9,91,48,25,Medium
19610,28,Female,USA,Sports,23.95536719521228,0,Easy,10,40,16,43,Medium
21028,29,Male,USA,Strategy,8.055402207339153,0,Easy,1,19,85,26,Low
43291,38,Male,Europe,Sports,0.4984878963399382,0,Hard,18,55,10,43,Medium
31061,41,Female,Asia,RPG,22.629164123340388,0,Medium,15,58,61,49,Medium
48850,31,Male,USA,RPG,22.024263920793096,0,Easy,1,168,96,1,Low
40254,29,Male,Europe,RPG,12.063557284634433,1,Easy,5,132,50,23,Medium
9119,42,Male,Other,RPG,10.776915901085236,0,Medium,7,154,23,19,Medium
27831,15,Male,USA,RPG,15.667540397841558,0,Easy,2,59,33,30,Low
26564,39,Male,Europe,Action,10.836495174833336,1,Medium,7,12,5,40,Low
24240,18,Female,USA,Sports,17.7567621191414,0,Medium,2,159,88,32,Medium
32854,32,Female,Asia,Strategy,4.708597678209752,0,Medium,13,143,72,9,High
45061,44,Male,USA,RPG,6.606416225585808,0,Hard,18,157,38,25,High
29864,22,Male,USA,Simulation,22.39829004538878,0,Easy,1,97,43,19,Low
36351,46,Male,Other,Simulation,13.740607035245036,1,Hard,2,34,76,3,Low
41843,24,Male,Asia,Strategy,19.810354533834747,1,Medium,13,81,65,37,Medium
13655,41,Male,Europe,Action,17.683885029468733,0,Easy,4,66,64,39,High
18320,35,Female,USA,Simulation,14.930805810992396,0,Medium,9,103,92,3,Medium
24781,26,Female,USA,RPG,20.550506001750698,0,Medium,17,28,7,43,Medium
46363,30,Male,Europe,RPG,12.520209927773449,1,Easy,19,133,84,48,High
37287,23,Male,USA,Simulation,14.661847373691623,0,Hard,11,140,37,6,Medium
21464,36,Male,Europe,Simulation,17.65690766728467,0,Medium,12,86,72,7,Medium
37144,29,Male,Europe,Simulation,9.861481628658996,0,Easy,1,157,1,9,Low
29702,29,Male,Europe,Strategy,11.012160096778732,0,Easy,0,14,44,19,Low
11406,20,Male,Asia,Simulation,13.468415825310178,0,Medium,19,69,16,43,High
27801,33,Male,USA,Action,19.285003455949862,0,Easy,9,71,57,41,Medium
41313,47,Male,Europe,Simulation,12.038719218654172,0,Medium,12,59,55,7,Medium
47757,48,Male,Other,Action,14.20790219300512,0,Hard,12,155,5,34,High
25289,46,Male,USA,Action,16.704111745834293,1,Hard,17,171,47,17,High
17366,28,Male,Europe,RPG,8.619341971702376,1,Easy,11,111,97,22,Medium
45477,32,Female,Europe,Strategy,0.3929136059901745,0,Easy,15,170,29,24,High
24484,28,Male,Europe,Sports,0.9134971292171404,0,Hard,1,114,22,12,Low
32107,19,Male,Europe,Action,10.89217041935257,1,Easy,11,143,2,18,High
25454,32,Male,Asia,Sports,16.598430052651135,0,Medium,16,60,68,3,Medium
23331,26,Female,Europe,Action,13.70485225158012,0,Medium,16,47,70,15,Medium
9466,33,Male,Europe,Sports,23.573440217351703,0,Medium,2,149,51,45,Medium
11136,44,Male,Other,Strategy,14.896349891610068,0,Easy,9,175,74,49,High
34122,36,Female,USA,Strategy,2.6348078473656296,0,Easy,19,115,57,49,High
39284,35,Male,Other,RPG,9.82348260943207,0,Easy,2,51,87,27,Low
11255,48,Male,Asia,Sports,16.670733143809265,0,Easy,10,55,99,49,Medium
11503,32,Female,Asia,Simulation,17.73269251233369,0,Easy,9,115,7,15,Medium
28392,26,Male,USA,Action,8.393998084225537,1,Medium,5,148,65,47,Medium
11341,19,Male,Other,Strategy,10.215160596432868,1,Easy,12,50,67,2,High
48388,38,Male,Asia,Action,22.23056914769105,1,Easy,13,77,89,10,Medium
15660,32,Male,Europe,Simulation,21.11812874273857,0,Medium,4,144,31,9,Medium
27295,26,Female,Asia,Simulation,0.4672704474912823,0,Medium,13,141,70,30,High
25282,29,Male,Europe,Simulation,1.7213859518382977,1,Hard,19,60,48,42,Medium
31638,39,Male,Europe,Strategy,2.983452813668665,0,Easy,15,172,80,18,High
19796,40,Male,Asia,Sports,23.408862218591217,0,Easy,12,40,1,9,Medium
28528,40,Female,Europe,RPG,0.953216383482764,1,Easy,19,71,7,31,Medium
36645,44,Male,Other,Action,15.896194811336112,1,Easy,1,35,92,43,Low
33375,37,Female,USA,Strategy,10.388190360039651,0,Medium,7,85,25,37,Medium
42449,37,Male,Europe,Sports,19.84914119482802,0,Easy,16,98,75,39,High
44327,16,Female,Other,Strategy,23.067294404417325,0,Easy,19,152,84,16,High
19882,43,Male,Other,Strategy,5.3195231848054805,0,Easy,19,75,9,48,High
32837,15,Male,Europe,Strategy,7.18971223361664,1,Easy,12,51,74,3,Medium
15943,29,Male,Other,Simulation,4.422948375974859,0,Easy,4,123,94,22,Medium
47174,49,Male,USA,Action,17.362904186903435,0,Hard,16,103,36,22,High
29646,38,Female,USA,Simulation,18.76353538582976,0,Medium,16,36,95,30,Medium
42068,20,Female,USA,Sports,3.52199791665807,1,Easy,10,108,59,24,Medium
16467,25,Female,Europe,Sports,0.210508070197176,0,Easy,2,27,26,13,Low
43832,29,Male,Other,Sports,21.384672628382148,0,Easy,13,32,15,22,Medium
41426,45,Male,Europe,Action,23.48074912069345,0,Medium,3,131,42,5,Medium
33741,17,Female,USA,RPG,22.436819088042636,0,Easy,8,47,49,24,Medium
44354,35,Male,Other,Action,0.4135249575225437,0,Hard,16,10,92,34,Medium
15394,44,Female,USA,Strategy,11.780715575742295,0,Medium,7,161,45,8,Medium
11275,41,Male,Europe,Action,6.624123412697811,0,Easy,17,107,96,0,High
45901,33,Male,Europe,RPG,9.574543845430156,0,Hard,8,110,59,5,Medium
41376,44,Male,Europe,Simulation,4.943286165586276,1,Hard,9,151,45,25,Medium
38945,43,Male,Other,RPG,15.985635046091495,0,Medium,10,101,11,46,Medium
27795,20,Male,Europe,Simulation,2.669949331777824,0,Easy,10,119,57,47,Medium
10684,27,Male,Europe,Action,22.51974327163413,0,Easy,12,122,93,16,High
33096,34,Male,Other,RPG,2.787916411063925,0,Hard,7,171,4,39,Medium
24553,47,Male,USA,Simulation,21.227945934780465,1,Hard,11,79,80,30,Medium
44851,20,Male,USA,Strategy,19.89854655978669,0,Medium,8,104,12,39,Medium
24828,38,Male,Europe,Sports,21.605097092402804,0,Hard,5,36,31,45,Low
37294,27,Male,Asia,Sports,12.529783327681592,0,Medium,11,14,4,47,Low
